City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,melfi,40.9965,15.6514,297.54,51,1,3.83,IT,1722641672
289,kanker,20.2719,81.4931,295.84,95,100,5.61,IN,1722641673
290,bam,29.106,58.357,304.93,14,33,2.33,IR,1722641674
291,keflavik,64.0049,-22.5624,284.1,87,40,8.75,IS,1722641675
292,ivanec,46.2231,16.12,290.51,92,100,0.52,HR,1722641676
293,st. john's,47.5649,-52.7093,289.14,92,91,4.47,CA,1722641678
294,nueva gerona,21.8833,-82.8,302.39,70,86,3.29,CU,1722641679
295,khmilnyk,49.5598,27.9575,292.91,59,93,2.55,UA,1722641680
296,as sulayyil,20.4607,45.5779,309.29,14,98,3.63,SA,1722641681
297,saipan,15.1355,145.701,301.54,89,75,4.63,MP,1722641682
298,yinchuan,38.4681,106.2731,294.2,73,7,1.87,CN,1722641684
299,selfoss,63.9331,-20.9971,281.2,84,61,2.9,IS,1722641685
300,nova sintra,14.8667,-24.7167,298.43,76,95,9.34,CV,1722641686
301,topolovgrad,42.0833,26.3333,293.0,56,0,1.45,BG,1722641689
302,cockburn town,21.4612,-71.1419,301.58,84,81,9.88,TC,1722641690
303,rio grande,-32.035,-52.0986,292.56,85,7,7.68,BR,1722641691
304,banda aceh,5.5577,95.3222,299.53,84,91,3.01,ID,1722641692
305,buka,40.8108,69.1986,295.66,36,5,2.63,UZ,1722641693
306,sungai raya,0.7,108.9,297.64,89,99,2.25,ID,1722641695
307,lompoc,34.6391,-120.4579,304.83,70,0,6.17,US,1722641696
308,boguchany,58.3814,97.4531,287.3,96,96,2.14,RU,1722641697
309,orange walk,17.8333,-88.8333,299.93,94,99,0.19,BZ,1722641698
310,mangrol,21.1167,70.1167,300.23,88,100,9.11,IN,1722641699
311,gibong,11.8634,122.0394,299.75,83,87,3.33,PH,1722641701
312,utete,-7.986,38.758,293.26,96,2,1.47,TZ,1722641702
313,bhadra,29.1167,75.1667,302.0,77,67,3.6,IN,1722641703
314,dunedin,-45.8742,170.5036,280.31,72,47,0.88,NZ,1722641435
315,alenquer,-1.9417,-54.7383,300.2,58,24,1.98,BR,1722641705
316,el calafate,-50.3408,-72.2768,275.02,94,100,1.67,AR,1722641707
317,sandnessjoen,66.0217,12.6316,285.44,80,93,1.4,NO,1722641708
318,bardai,11.65,7.2333,295.24,91,99,3.68,NG,1722641709
319,tangalle,6.024,80.7911,299.03,83,95,5.03,LK,1722641710
320,al jumum,21.6169,39.6981,302.88,69,30,2.26,SA,1722641712
321,ancud,-41.8697,-73.8203,281.67,89,100,8.05,CL,1722641713
322,bubaque,11.2833,-15.8333,299.6,75,97,5.47,GW,1722641714
323,totness,5.8833,-56.3167,299.48,83,22,3.58,SR,1722641715
324,forrest city,35.0081,-90.7898,303.96,57,19,1.78,US,1722641716
325,maqat,47.65,53.3167,298.81,52,73,5.74,KZ,1722641718
326,kruisfontein,-34.0033,24.7314,279.75,90,5,2.22,ZA,1722641719
327,whitehaven,54.549,-3.5841,288.52,95,100,0.45,GB,1722641720
328,san patricio,28.017,-97.5169,306.78,56,55,5.42,US,1722641721
329,shingu,33.7333,135.9833,303.01,71,77,1.95,JP,1722641722
330,humaita,-7.5061,-63.0208,301.84,39,39,1.05,BR,1722641724
331,pailon,-17.65,-62.75,302.65,27,0,8.05,BO,1722641725
332,brookhaven,31.5791,-90.4407,305.96,69,94,2.2,US,1722641726
333,fale old settlement,-9.3852,-171.2468,301.41,72,26,7.28,TK,1722641727
334,aasiaat,68.7098,-52.8699,276.28,87,47,1.07,GL,1722641728
335,guerrero negro,27.9769,-114.0611,297.83,59,61,8.17,MX,1722641730
336,argo,37.6333,22.7333,298.59,48,0,1.92,GR,1722641731
337,solnechniy,56.5438,48.4044,285.79,97,55,1.49,RU,1722641732
338,okuta,9.2167,3.1833,294.46,96,75,2.44,NG,1722641733
339,kamaishi,39.2667,141.8833,300.71,73,19,2.74,JP,1722641736
340,patong,7.8961,98.2966,303.16,83,99,1.85,TH,1722641737
341,pinotepa nacional,16.3167,-98.0167,298.93,79,87,1.31,MX,1722641738
342,carnarvon,-24.8667,113.6333,289.58,76,0,5.22,AU,1722641739
343,shanwei,22.782,115.3475,301.98,84,7,3.55,CN,1722641740
344,labuan,5.2767,115.2417,297.35,100,20,0.0,MY,1722641742
345,malvan,16.0667,73.4667,299.73,86,100,8.3,IN,1722641743
346,gilgit,35.9221,74.3087,298.73,62,0,2.93,PK,1722641744
347,turtas,58.9417,69.1325,288.04,96,8,1.66,RU,1722641745
348,ciudad lazaro cardenas,17.9583,-102.2,302.41,72,100,3.63,MX,1722641746
349,laguna,38.421,-121.4238,310.73,30,0,3.6,US,1722641748
350,port hedland,-20.3167,118.5667,290.18,100,100,5.14,AU,1722641749
351,santa rosa,14.3122,121.1114,301.53,83,29,1.2,PH,1722641750
352,khandyga,62.6667,135.6,287.52,52,22,1.35,RU,1722641751
353,ha'il,27.5219,41.6907,304.16,25,0,1.03,SA,1722641752
354,abu al matamir,30.9102,30.1744,298.42,72,0,1.09,EG,1722641754
355,kaihua,23.3687,104.28,291.79,99,100,1.73,CN,1722641756
356,revda,56.801,59.9303,285.51,98,55,2.59,RU,1722641757
357,santo antonio,-6.3106,-35.4789,294.59,91,32,5.15,BR,1722641758
358,katsuura,35.1333,140.3,299.34,76,7,2.89,JP,1722641760
359,port arthur,38.8,121.2667,299.27,90,100,2.62,CN,1722641761
360,saurimo,-9.6608,20.3916,289.7,24,18,1.86,AO,1722641762
361,colonia,50.9333,6.95,292.01,86,0,0.51,DE,1722641763
362,bargaal,11.2864,51.0773,303.98,47,82,11.13,SO,1722641765
363,bunyan,38.8463,35.8603,289.27,40,0,1.47,TR,1722641766
364,kolyvan',55.3053,82.7391,289.94,89,1,2.22,RU,1722641767
365,oppdal,62.5943,9.6912,283.66,80,1,1.67,NO,1722641768
366,stawell,-37.05,142.7667,281.81,70,100,1.68,AU,1722641769
367,bayanaul,50.7889,75.6956,292.11,72,81,3.05,KZ,1722641771
368,la passe,45.5549,-0.8967,290.28,86,20,4.72,FR,1722641772
369,zheleznodorozhnyy,55.7503,38.0042,289.07,89,37,2.29,RU,1722641773
370,courtenay,49.6866,-124.9936,304.27,47,20,2.57,CA,1722641774
371,trinidad,-14.8333,-64.9,305.14,45,20,3.6,BO,1722641775
372,los llanos de aridane,28.6585,-17.9182,294.01,78,0,7.2,ES,1722641777
373,slave lake,55.2834,-114.769,294.14,46,75,2.06,CA,1722641778
374,zouerate,22.7187,-12.4521,310.75,14,91,5.01,MR,1722641779
375,conception bay south,47.4999,-52.9981,289.01,98,98,6.24,CA,1722641578
376,la ronge,55.1001,-105.2842,296.27,35,40,6.69,CA,1722641781
377,santa ana,33.7456,-117.8678,311.68,34,20,3.6,US,1722641513
378,newquay,50.4132,-5.0819,290.57,100,100,4.63,GB,1722641784
379,dawei,14.0833,98.2,298.29,93,100,0.35,MM,1722641785
380,nishinoomote,30.7333,131.0,303.46,89,20,4.63,JP,1722641786
381,sittwe,20.15,92.9,299.36,87,100,4.39,MM,1722641787
382,madang,-5.2246,145.7966,302.42,63,94,0.74,PG,1722641790
383,sarupathar,26.1984,93.8094,297.36,97,100,1.42,IN,1722641791
384,claremont,34.0967,-117.7198,310.54,34,0,7.72,US,1722641526
385,revuca,48.6835,20.1173,290.69,97,89,1.3,SK,1722641794
386,thunder bay,48.4001,-89.3168,302.14,37,20,6.17,CA,1722641796
387,iranshahr,27.2025,60.6848,305.6,49,64,0.91,IR,1722641797
388,twon-brass,4.3151,6.2418,297.88,81,61,3.56,NG,1722641798
389,sao joao da barra,-21.6403,-41.0511,293.2,77,0,6.83,BR,1722641799
390,palmer,42.1584,-72.3287,298.7,79,100,2.06,US,1722641800
391,bunia,1.5667,30.25,291.27,87,88,1.72,CD,1722641802
392,al bardiyah,31.7561,25.0865,298.29,68,0,5.35,LY,1722641803
393,newport,51.5877,-2.9984,292.29,90,80,5.46,GB,1722641804
394,mudgal,16.0167,76.4333,296.09,81,100,7.62,IN,1722641805
395,taveta,-3.3963,37.6736,292.43,80,54,2.16,KE,1722641806
396,tikrit,34.6071,43.6782,305.81,21,0,7.46,IQ,1722641808
397,vila do maio,15.1333,-23.2167,299.59,84,100,6.9,CV,1722641809
398,soro,21.2881,86.6858,299.17,87,100,5.3,IN,1722641810
399,karratha,-20.7377,116.8463,293.37,77,84,3.75,AU,1722641811
400,lubang,13.8584,120.124,301.45,75,91,2.4,PH,1722641813
401,newman,37.3138,-121.0208,309.14,15,99,0.73,US,1722641814
402,saint-francois,46.4154,3.9054,293.84,83,20,2.06,FR,1722641815
403,velez,6.0134,-73.6735,283.52,96,93,1.45,CO,1722641816
404,sabha,27.0377,14.4283,302.3,22,0,5.14,LY,1722641817
405,arteche,12.2645,125.4048,301.12,78,62,1.4,PH,1722641819
406,yangjiang,21.85,111.9667,302.12,85,93,3.33,CN,1722641820
407,greenville,35.6127,-77.3663,300.24,81,0,3.6,US,1722641822
408,akureyri,65.6835,-18.0878,287.11,72,75,3.6,IS,1722641823
409,marquette,46.5333,-87.6335,299.84,46,0,2.71,US,1722641825
410,touros,-5.1989,-35.4608,296.03,91,29,5.27,BR,1722641826
411,mujiayingzi,42.1167,118.7833,296.4,84,98,1.54,CN,1722641827
412,kirakira,-10.4544,161.9205,303.29,66,58,3.06,SB,1722641828
413,luanda,-8.8368,13.2343,293.15,88,41,2.57,AO,1722641829
414,port alfred,-33.5906,26.891,283.73,85,24,1.55,ZA,1722641831
415,aroma,15.8167,36.1333,296.4,79,100,3.17,SD,1722641832
416,port-vila,-17.7338,168.3219,294.85,84,100,6.19,VU,1722641833
417,aksu,41.1231,80.2644,298.07,48,37,1.34,CN,1722641834
418,south hedland,-20.4089,118.5983,290.11,100,99,5.14,AU,1722641835
419,ende,-8.8432,121.6623,297.66,75,17,0.41,ID,1722641837
420,buon ma thuot,12.6667,108.05,295.51,96,18,0.52,VN,1722641838
421,agrinio,38.6214,21.4078,295.3,66,0,1.16,GR,1722641839
422,gobabis,-22.45,18.9667,288.45,26,5,3.3,NA,1722641840
423,barra de santo antonio,-9.4047,-35.5072,295.75,80,40,6.14,BR,1722641610
424,puri,19.8,85.85,299.44,80,100,7.42,IN,1722641843
425,masterton,-40.9597,175.6575,283.09,70,1,1.3,NZ,1722641844
426,noumea,-22.2763,166.4572,295.14,99,64,3.83,NC,1722641845
427,tadine,-21.55,167.8833,293.3,68,52,1.69,NC,1722641847
428,kismayo,-0.3582,42.5454,296.97,78,56,6.35,SO,1722641849
429,phek,25.6667,94.5,292.78,99,100,0.18,IN,1722641850
430,kirensk,57.7853,108.1119,290.74,64,13,1.44,RU,1722641851
431,saint john,45.2727,-66.0677,297.72,73,75,3.6,CA,1722641573
432,itoman,26.1247,127.6694,304.58,76,20,4.63,JP,1722641853
433,onokhoy,51.932,108.0747,290.01,91,100,1.11,RU,1722641855
434,du quoin,38.0114,-89.2362,300.49,77,15,3.94,US,1722641856
435,ratnagiri,16.9833,73.3,299.61,87,100,7.32,IN,1722641857
436,nova vicosa,-17.8919,-39.3719,295.18,88,17,2.23,BR,1722641858
437,el bauga,18.262,33.9081,298.93,70,89,5.28,SD,1722641859
438,alofi,-19.0595,-169.9187,299.09,57,40,5.14,NU,1722641861
439,guadalupe y calvo,26.1,-106.9667,291.57,73,68,1.03,MX,1722641862
440,lebyazh'ye,55.2689,66.4947,287.15,93,1,3.26,RU,1722641863
441,nizhniy ingash,56.2,96.53,289.72,94,9,1.24,RU,1722641864
442,gadzhiyevo,69.2551,33.3362,282.07,93,28,4.01,RU,1722641865
443,new plymouth,-39.0667,174.0833,281.1,100,6,1.5,NZ,1722641612
444,alamosa,37.4695,-105.87,303.14,15,0,3.6,US,1722641774
445,kifri,34.6959,44.9661,305.57,18,0,3.57,IQ,1722641869
446,hirara,24.8,125.2833,303.3,84,20,0.51,JP,1722641870
447,casablanca,33.5928,-7.6192,297.22,83,0,2.68,MA,1722641871
448,usinsk,65.9939,57.5281,288.75,90,77,6.9,RU,1722641872
449,vilyuysk,63.7553,121.6247,287.96,55,100,0.84,RU,1722641874
450,niamey,13.5137,2.1098,301.31,74,0,1.03,NE,1722641875
451,menaka,15.9182,2.4022,301.81,63,99,5.57,ML,1722641876
452,sukuta,13.4103,-16.7082,299.16,83,20,1.54,GM,1722641877
453,klyuchi,52.2667,79.1667,294.44,67,93,2.84,RU,1722641879
454,carora,10.1755,-70.0827,302.44,54,88,3.91,VE,1722641880
455,marengo,42.2486,-88.6084,302.1,65,19,3.06,US,1722641881
456,lang son,21.8333,106.7333,297.11,92,83,0.82,VN,1722641882
457,leava,-14.3,-178.1667,300.51,76,6,6.05,WF,1722641883
458,santa terezinha,-29.9002,-50.0904,289.32,91,4,6.88,BR,1722641885
459,saint-leu,-21.15,55.2833,292.63,85,2,2.12,RE,1722641886
460,yelizovo,53.1873,158.3805,292.23,68,75,0.0,RU,1722641887
461,yemetsk,63.4721,41.7941,286.22,94,45,2.06,RU,1722641888
462,mar del plata,-38.0023,-57.5575,291.41,84,100,3.13,AR,1722641890
463,zahedan,29.4963,60.8629,298.1,22,52,0.0,IR,1722641891
464,fada,7.25,4.0667,294.45,99,100,1.1,NG,1722641892
465,ghat,24.9647,10.1728,303.38,11,0,2.67,LY,1722641893
466,fort-shevchenko,44.5086,50.263,298.72,64,2,2.35,KZ,1722641894
467,xinyuan,37.3,99.0,280.38,70,2,1.09,CN,1722641896
468,westport,41.1415,-73.3579,301.02,80,0,2.68,US,1722641604
469,luderitz,-26.6481,15.1594,286.12,82,0,4.36,NA,1722641898
470,zelenogorsk,56.1147,94.5861,291.16,95,1,1.11,RU,1722641899
471,erenhot,43.6475,111.9767,297.59,51,100,4.82,CN,1722641900
472,saint-pierre,-21.3393,55.4781,292.97,68,100,2.06,RE,1722641903
473,az zulfi,26.2995,44.8154,303.6,19,60,3.82,SA,1722641904
474,kasongo-lunda,-6.4667,16.8167,296.9,33,28,1.49,CD,1722641905
475,carutapera,-1.195,-46.02,299.02,80,65,3.75,BR,1722641906
476,langenfeld,51.1,6.95,292.03,89,0,1.34,DE,1722641908
477,al bayda',32.7627,21.7551,293.45,90,0,3.46,LY,1722641909
478,shache,38.4167,77.2406,301.27,37,49,1.12,CN,1722641910
479,xinqing,48.2333,129.5,295.88,61,98,2.34,CN,1722641911
480,chaihe,44.7667,129.7,295.57,94,100,0.45,CN,1722641913
481,medicine hat,50.0501,-110.6683,307.39,20,40,5.14,CA,1722641914
482,meulaboh,4.1363,96.1285,297.79,88,100,2.2,ID,1722641915
483,charters towers,-20.1,146.2667,292.91,42,0,7.76,AU,1722641916
484,kudahuvadhoo,2.6708,72.8944,301.26,71,93,0.78,MV,1722641917
485,val-d'or,48.1002,-77.7828,303.2,51,75,4.12,CA,1722641919
486,beledweyne,4.7358,45.2036,297.03,70,100,8.7,SO,1722641920
487,hazard,37.2495,-83.1932,299.28,96,76,1.26,US,1722641921
488,kirsanov,52.6549,42.7224,286.0,94,16,3.4,RU,1722641922
489,kaa-khem,51.6833,94.7333,294.26,43,3,1.29,RU,1722641923
490,borogontsy,62.6683,131.1683,289.91,39,5,1.66,RU,1722641925
491,loikaw,19.6742,97.2094,293.28,98,100,1.06,MM,1722641926
492,glucholazy,50.315,17.3836,289.12,98,100,4.58,PL,1722641927
493,fredericton,45.9454,-66.6656,299.62,74,40,1.54,CA,1722641928
494,san andres,12.5847,-81.7006,303.16,74,20,4.63,CO,1722641930
495,changleng,28.7,115.8167,304.61,66,3,2.18,CN,1722641931
496,khunti,23.0833,85.2833,296.21,97,100,6.53,IN,1722641932
497,chulakkurgan,43.765,69.1814,297.95,29,0,4.72,KZ,1722641933
498,daru,-9.0763,143.2092,297.63,87,91,9.12,PG,1722641934
499,batyrevo,55.0675,47.6111,286.28,98,70,2.89,RU,1722641936
500,lagoa,39.05,-27.9833,295.83,74,2,1.28,PT,1722641937
501,vegreville,53.5001,-112.0518,298.54,32,46,5.14,CA,1722641938
502,micheweni,-4.9667,39.8333,297.96,78,3,5.96,TZ,1722641939
503,akhmim,26.5622,31.745,304.26,23,3,2.14,EG,1722641940
504,sao vicente,-23.9631,-46.3919,300.25,59,1,0.6,BR,1722641868
505,okha,53.5739,142.9478,288.16,63,14,4.48,RU,1722641943
506,el granada,37.5027,-122.4694,301.18,71,75,10.29,US,1722641944
507,sinanpasa,38.7444,30.2428,292.37,40,0,1.23,TR,1722641945
508,hsinchu,24.8036,120.9686,304.45,76,2,0.45,TW,1722641946
509,manicore,-5.8092,-61.3003,300.69,49,70,0.92,BR,1722641948
510,mount gambier,-37.8333,140.7667,282.76,88,99,1.4,AU,1722641949
511,ornskoldsvik,63.2909,18.7153,289.68,88,100,3.09,SE,1722641950
512,zaozersk,69.4005,32.4476,281.01,95,21,3.43,RU,1722641951
513,lugovoye,42.9094,72.7178,296.92,38,14,2.86,KZ,1722641952
514,tyuratam,45.6507,63.3156,297.1,46,0,4.71,KZ,1722641954
515,galesong,-5.3166,119.3661,294.16,70,17,1.82,ID,1722641955
516,khovd,48.0056,91.6419,293.73,38,0,1.16,MN,1722641956
517,lomza,53.1781,22.0593,289.57,64,100,0.89,PL,1722641957
518,aras-asan,8.8908,126.3033,300.21,77,100,1.75,PH,1722641959
519,sola,-13.8833,167.55,299.27,80,9,6.43,VU,1722641960
520,tinajo,29.0788,-13.7081,295.64,78,0,13.38,ES,1722641961
521,oriximina,-1.7656,-55.8661,301.81,55,65,1.59,BR,1722641962
522,kalabo,-14.97,22.6814,287.96,28,2,2.81,ZM,1722641963
523,yeysk,46.6989,38.2792,297.24,66,3,1.91,RU,1722641965
524,santa elena de uairen,4.6167,-61.1333,293.32,90,80,0.96,VE,1722641966
525,katra,32.9833,74.95,297.0,85,12,2.01,IN,1722641967
526,ad dawadimi,24.5077,44.3924,302.79,19,99,1.64,SA,1722641968
527,st. thomas,42.7736,-81.1804,298.85,76,79,0.88,CA,1722641969
528,laascaanood,8.4774,47.3597,297.48,53,87,10.89,SO,1722641971
529,la paz,-16.5,-68.15,285.14,17,0,3.09,BO,1722641972
530,belle chasse,29.8549,-89.9906,308.71,59,75,3.09,US,1722641973
531,alto barinas,8.5931,-70.2261,298.64,82,34,0.89,VE,1722641974
532,kujang-up,39.8672,126.0303,299.84,89,48,0.85,KP,1722641975
533,corinto,37.9407,22.9573,298.65,51,0,2.18,GR,1722641977
534,queenstown,-31.8976,26.8753,283.38,44,3,3.74,ZA,1722641978
535,lamu,-2.2717,40.902,296.55,80,21,4.95,KE,1722641979
536,taltal,-25.4,-70.4833,289.01,70,0,1.61,CL,1722641980
537,longquan,24.6719,102.1613,292.54,95,95,1.53,CN,1722641982
538,verkhniy ufaley,56.0567,60.2306,286.68,98,72,2.53,RU,1722641983
539,sachin,21.0833,72.8833,299.58,89,99,8.06,IN,1722641984
540,campo gallo,-26.5833,-62.85,305.23,27,27,5.5,AR,1722641985
541,iquique,-20.2208,-70.1431,290.17,82,47,2.9,CL,1722641986
542,maun,-19.9833,23.4167,288.45,35,0,2.55,BW,1722641988
543,eldorado,-23.7869,-54.2836,299.15,31,0,5.87,BR,1722641989
544,fort mcmurray,56.7268,-111.381,296.92,35,75,4.12,CA,1722641990
545,bel ombre,-4.6167,55.4167,299.06,83,75,3.6,SC,1722641991
546,flin flon,54.7682,-101.865,297.06,38,40,6.69,CA,1722641994
547,kiuruvesi,63.65,26.6167,285.85,98,100,1.62,FI,1722641995
548,xilin hot,43.9667,116.0333,293.16,85,100,2.65,CN,1722641996
549,dykan'ka,49.825,34.5279,288.92,55,57,2.53,UA,1722641997
550,lucea,18.451,-78.1736,303.07,80,100,3.11,JM,1722641999
551,buldana,20.5333,76.1833,295.76,86,100,5.99,IN,1722642000
552,praia da vitoria,38.7333,-27.0667,296.35,83,40,1.62,PT,1722642001
553,martuk,50.7475,56.5056,291.5,54,93,2.16,KZ,1722642002
554,odesskoye,54.2111,72.9651,290.84,94,99,2.78,RU,1722642004
555,conde,-7.2597,-34.9075,295.85,94,75,1.54,BR,1722642005
556,ormara,25.2088,64.6357,301.32,85,100,3.45,PK,1722642006
557,gorgan,36.8387,54.4348,297.13,88,100,4.12,IR,1722642007
558,marsh harbour,26.5412,-77.0636,301.81,79,64,8.11,BS,1722642009
559,timmins,48.4669,-81.3331,304.05,40,75,3.09,CA,1722642010
560,morehead city,34.7229,-76.726,302.15,82,0,8.23,US,1722642011
561,embi,48.8264,58.1442,295.98,32,40,3.84,KZ,1722642012
562,kavaratti,10.5669,72.642,301.03,75,100,8.27,IN,1722642013
563,skrunda,56.6833,22.0167,284.44,95,21,1.49,LV,1722642015
564,pangody,65.85,74.4859,290.64,84,60,4.13,RU,1722642016
565,choibalsan,48.0667,114.5,294.22,78,61,4.19,MN,1722642017
566,happy valley-goose bay,53.3168,-60.3315,289.32,72,20,2.57,CA,1722642018
567,lloydminster,53.2835,-110.0016,298.27,29,75,5.66,CA,1722642020
568,kenai,60.5544,-151.2583,291.2,76,0,11.32,US,1722641731
569,plastun,44.7561,136.2939,290.96,97,100,0.18,RU,1722642022
570,juneau,58.3019,-134.4197,292.15,100,75,1.54,US,1722642023
571,san fernando,15.0286,120.6898,298.0,82,24,0.57,PH,1722642024
572,kabalo,-6.05,26.9167,297.09,31,40,1.83,CD,1722642025
573,pandan,14.0453,124.1694,302.08,75,20,1.3,PH,1722642027
574,laminusa,5.5549,120.9136,301.62,71,66,1.88,PH,1722642028
575,caleta de carquin,-11.0925,-77.6267,289.45,85,4,7.7,PE,1722642029
576,crane,31.3974,-102.3501,309.8,21,0,6.41,US,1722641756
577,melfort,52.8667,-104.6177,298.22,47,23,3.6,CA,1722642031
578,kuluncak,38.8828,37.6728,287.81,52,0,3.42,TR,1722642033
